lead_id,timestamp,lead_source,pages_viewed,time_on_site_sec,visited_pricing_page,form_submission_count,email_opened_count,recency_visit_days,is_converted
L0388,2025-09-02 06:00:00,Google,7,552,0,0,1,5,0
L0389,2025-09-02 08:00:00,Referral,11,378,0,0,0,1,0
L0390,2025-09-02 10:00:00,WebsiteDirect,10,761,0,2,0,2,1
L0391,2025-09-02 12:00:00,LinkedIn,8,432,0,0,4,0,0
L0392,2025-09-02 14:00:00,Facebook,11,673,0,1,1,55,0
L0393,2025-09-02 16:00:00,Facebook,7,500,0,0,0,13,0
L0394,2025-09-02 18:00:00,Referral,11,528,1,0,0,0,0
L0395,2025-09-02 20:00:00,Google,4,206,0,0,0,0,0
L0396,2025-09-02 22:00:00,WebsiteDirect,6,302,0,2,0,12,0
L0397,2025-09-03 00:00:00,WebsiteDirect,8,389,0,0,1,5,0
L0398,2025-09-03 02:00:00,Facebook,12,915,1,0,3,15,1
L0399,2025-09-03 04:00:00,Referral,6,428,0,0,1,25,0
L0400,2025-09-03 06:00:00,Referral,6,212,1,2,0,9,1
L0401,2025-09-03 08:00:00,Google,8,283,0,2,0,2,0
L0402,2025-09-03 10:00:00,WebsiteDirect,10,513,1,0,2,15,1
L0403,2025-09-03 12:00:00,Facebook,9,314,0,0,0,31,0
L0404,2025-09-03 14:00:00,WebsiteDirect,13,792,0,1,1,8,0
L0405,2025-09-03 16:00:00,Google,8,297,0,3,1,11,1
L0406,2025-09-03 18:00:00,WebsiteDirect,11,617,0,1,1,4,0
L0407,2025-09-03 20:00:00,Facebook,10,303,0,1,1,4,0
L0408,2025-09-03 22:00:00,Google,11,504,0,0,2,13,0
L0409,2025-09-04 00:00:00,WebsiteDirect,13,830,1,1,6,26,1
L0410,2025-09-04 02:00:00,Google,6,325,0,0,6,9,0
L0411,2025-09-04 04:00:00,Google,12,946,0,1,5,15,1
L0412,2025-09-04 06:00:00,LinkedIn,7,515,0,0,1,1,0
L0413,2025-09-04 08:00:00,LinkedIn,9,431,0,0,2,2,0
L0414,2025-09-04 10:00:00,Facebook,5,161,0,1,0,7,0
L0415,2025-09-04 12:00:00,Referral,8,578,0,0,4,1,0
L0416,2025-09-04 14:00:00,Facebook,10,755,0,0,1,10,1
L0417,2025-09-04 16:00:00,Google,9,639,0,0,1,3,0
L0418,2025-09-04 18:00:00,Google,2,72,0,0,2,15,0
L0419,2025-09-04 20:00:00,Referral,8,639,0,0,1,16,0
L0420,2025-09-04 22:00:00,Referral,7,300,0,1,1,6,0
L0421,2025-09-05 00:00:00,Referral,4,264,0,0,0,1,0
L0422,2025-09-05 02:00:00,Referral,8,603,1,1,1,10,1
L0423,2025-09-05 04:00:00,Google,13,543,0,0,2,49,0
L0424,2025-09-05 06:00:00,Facebook,5,377,0,0,0,9,0
L0425,2025-09-05 08:00:00,Google,4,181,0,0,2,0,0
L0426,2025-09-05 10:00:00,Facebook,9,709,0,1,3,0,0
L0427,2025-09-05 12:00:00,Facebook,4,176,0,0,3,3,0
L0428,2025-09-05 14:00:00,WebsiteDirect,6,466,0,0,1,2,0
L0429,2025-09-05 16:00:00,Facebook,8,261,1,0,3,16,1
L0430,2025-09-05 18:00:00,Google,11,720,1,0,2,18,1
L0431,2025-09-05 20:00:00,Google,8,452,1,1,0,2,1
L0432,2025-09-05 22:00:00,Referral,4,215,0,0,1,3,0
L0433,2025-09-06 00:00:00,Referral,6,247,0,0,2,2,0
L0434,2025-09-06 02:00:00,Google,9,587,0,0,3,23,0
L0435,2025-09-06 04:00:00,Google,9,355,1,1,2,6,1
L0436,2025-09-06 06:00:00,Referral,6,345,0,1,1,10,0
L0437,2025-09-06 08:00:00,Google,10,426,0,0,0,5,0
L0438,2025-09-06 10:00:00,WebsiteDirect,6,466,0,0,2,9,0
L0439,2025-09-06 12:00:00,Referral,4,125,0,1,4,4,0
L0440,2025-09-06 14:00:00,Google,4,159,1,0,0,4,0
L0441,2025-09-06 16:00:00,Google,8,336,0,1,2,10,1
L0442,2025-09-06 18:00:00,LinkedIn,9,456,0,1,1,8,0
L0443,2025-09-06 20:00:00,Facebook,10,416,0,1,0,3,0
L0444,2025-09-06 22:00:00,Facebook,13,709,1,2,4,1,1
L0445,2025-09-07 00:00:00,WebsiteDirect,11,809,0,1,0,4,0
L0446,2025-09-07 02:00:00,WebsiteDirect,8,524,1,0,2,5,1
L0447,2025-09-07 04:00:00,LinkedIn,11,648,0,0,2,9,0
L0448,2025-09-07 06:00:00,Referral,1,34,0,0,2,24,0
L0449,2025-09-07 08:00:00,Facebook,14,905,1,2,2,0,1
L0450,2025-09-07 10:00:00,Google,10,383,0,0,3,2,0
L0451,2025-09-07 12:00:00,Referral,9,623,0,0,0,2,0
L0452,2025-09-07 14:00:00,Facebook,10,425,0,0,1,6,0
L0453,2025-09-07 16:00:00,Facebook,6,305,0,0,1,5,0
L0454,2025-09-07 18:00:00,WebsiteDirect,12,570,1,0,1,13,1
L0455,2025-09-07 20:00:00,Google,6,437,0,0,1,2,0
L0456,2025-09-07 22:00:00,Facebook,11,399,0,0,2,9,0
L0457,2025-09-08 00:00:00,Google,7,407,0,2,0,21,0
L0458,2025-09-08 02:00:00,Facebook,7,259,0,1,0,24,0
L0459,2025-09-08 04:00:00,Google,7,456,1,0,2,31,0
L0460,2025-09-08 06:00:00,Google,3,225,0,0,1,14,0
L0461,2025-09-08 08:00:00,Google,5,258,1,2,3,23,1
L0462,2025-09-08 10:00:00,Referral,7,380,1,1,1,2,1
L0463,2025-09-08 12:00:00,Referral,14,1069,0,0,2,2,1
L0464,2025-09-08 14:00:00,Facebook,9,504,0,0,4,0,0
L0465,2025-09-08 16:00:00,LinkedIn,4,217,0,0,1,12,0
L0466,2025-09-08 18:00:00,Facebook,12,706,0,0,0,27,0
L0467,2025-09-08 20:00:00,Google,9,580,0,1,2,2,0
L0468,2025-09-08 22:00:00,WebsiteDirect,5,176,0,0,4,10,0
L0469,2025-09-09 00:00:00,Google,5,355,0,0,1,13,0
L0470,2025-09-09 02:00:00,LinkedIn,7,362,1,0,1,26,0
L0471,2025-09-09 04:00:00,Google,13,437,0,0,2,10,0
L0472,2025-09-09 06:00:00,LinkedIn,10,693,0,0,1,35,0
L0473,2025-09-09 08:00:00,Google,10,488,1,0,2,4,1
L0474,2025-09-09 10:00:00,WebsiteDirect,5,175,0,1,1,4,0
L0475,2025-09-09 12:00:00,Facebook,7,431,0,0,2,7,0
L0476,2025-09-09 14:00:00,LinkedIn,5,370,0,3,1,4,1
L0477,2025-09-09 16:00:00,Google,11,818,0,0,1,0,0
L0478,2025-09-09 18:00:00,Facebook,7,545,0,0,1,13,0
L0479,2025-09-09 20:00:00,LinkedIn,9,660,0,0,2,13,0
L0480,2025-09-09 22:00:00,Facebook,7,210,0,1,1,13,0
L0481,2025-09-10 00:00:00,Referral,8,392,0,0,2,4,0
L0482,2025-09-10 02:00:00,Referral,6,425,0,0,1,7,0
L0483,2025-09-10 04:00:00,Facebook,2,96,1,0,2,4,0
L0484,2025-09-10 06:00:00,Referral,6,360,0,1,1,0,0
L0485,2025-09-10 08:00:00,Facebook,6,361,1,2,2,8,1
L0486,2025-09-10 10:00:00,WebsiteDirect,12,579,1,0,0,1,1
L0487,2025-09-10 12:00:00,Google,5,376,0,0,4,0,0
L0488,2025-09-10 14:00:00,Google,5,275,0,0,3,14,0
L0489,2025-09-10 16:00:00,LinkedIn,6,319,0,1,2,0,0
L0490,2025-09-10 18:00:00,WebsiteDirect,6,479,1,1,0,31,1
L0491,2025-09-10 20:00:00,Facebook,9,492,0,0,0,7,0
L0492,2025-09-10 22:00:00,Referral,12,467,1,0,1,40,0
L0493,2025-09-11 00:00:00,Google,10,556,0,0,1,0,0
L0494,2025-09-11 02:00:00,Google,5,353,0,1,3,8,0
L0495,2025-09-11 04:00:00,Facebook,10,688,0,1,1,4,1
L0496,2025-09-11 06:00:00,Facebook,12,833,0,0,4,18,0
L0497,2025-09-11 08:00:00,Facebook,4,261,0,1,5,4,1
L0498,2025-09-11 10:00:00,Google,8,341,0,1,1,3,0
L0499,2025-09-11 12:00:00,LinkedIn,8,584,0,1,1,19,0
L0500,2025-09-11 14:00:00,LinkedIn,7,522,0,0,3,4,0
L0501,2025-09-11 16:00:00,Referral,6,238,0,0,3,0,0
L0502,2025-09-11 18:00:00,Facebook,6,219,0,0,3,4,0
L0503,2025-09-11 20:00:00,Google,8,630,1,2,2,10,1
L0504,2025-09-11 22:00:00,WebsiteDirect,9,660,1,0,2,2,1
L0505,2025-09-12 00:00:00,Referral,11,821,0,0,2,5,0
L0506,2025-09-12 02:00:00,Google,11,817,0,0,1,0,0
L0507,2025-09-12 04:00:00,WebsiteDirect,6,342,0,0,1,8,0
L0508,2025-09-12 06:00:00,WebsiteDirect,8,498,0,0,2,14,0
L0509,2025-09-12 08:00:00,WebsiteDirect,10,572,0,1,2,5,0
L0510,2025-09-12 10:00:00,Referral,6,195,0,0,1,5,0
L0511,2025-09-12 12:00:00,Referral,7,470,0,1,3,0,1
L0512,2025-09-12 14:00:00,Facebook,6,331,0,0,3,2,0
L0513,2025-09-12 16:00:00,WebsiteDirect,8,499,0,1,4,1,1
L0514,2025-09-12 18:00:00,WebsiteDirect,8,441,0,0,1,6,0
L0515,2025-09-12 20:00:00,Google,13,709,0,0,3,7,0
L0516,2025-09-12 22:00:00,Google,5,192,0,2,1,29,0
L0517,2025-09-13 00:00:00,Facebook,9,395,0,0,3,0,1
L0518,2025-09-13 02:00:00,WebsiteDirect,8,303,1,0,1,9,1
L0519,2025-09-13 04:00:00,LinkedIn,11,437,0,0,1,7,0
L0520,2025-09-13 06:00:00,Google,7,550,1,0,2,7,0
L0521,2025-09-13 08:00:00,Facebook,8,301,0,0,2,20,0
L0522,2025-09-13 10:00:00,Facebook,4,173,0,0,1,2,0
L0523,2025-09-13 12:00:00,LinkedIn,7,416,0,1,0,0,0
L0524,2025-09-13 14:00:00,WebsiteDirect,8,484,0,1,0,11,0
L0525,2025-09-13 16:00:00,WebsiteDirect,12,452,0,0,3,4,0
L0526,2025-09-13 18:00:00,Facebook,8,557,0,1,0,0,1
L0527,2025-09-13 20:00:00,Facebook,7,484,0,0,1,2,0
L0528,2025-09-13 22:00:00,Google,9,376,0,0,1,3,0
L0529,2025-09-14 00:00:00,Google,9,399,0,0,3,9,0
L0530,2025-09-14 02:00:00,WebsiteDirect,10,768,0,1,1,1,1
L0531,2025-09-14 04:00:00,WebsiteDirect,4,285,0,0,2,5,0
L0532,2025-09-14 06:00:00,LinkedIn,5,324,1,1,1,6,1
L0533,2025-09-14 08:00:00,LinkedIn,10,341,0,0,1,6,0
L0534,2025-09-14 10:00:00,Facebook,13,661,1,1,2,36,1
L0535,2025-09-14 12:00:00,Referral,13,753,0,1,3,0,1
L0536,2025-09-14 14:00:00,WebsiteDirect,7,275,0,1,2,30,0
L0537,2025-09-14 16:00:00,WebsiteDirect,8,419,0,2,0,8,1
L0538,2025-09-14 18:00:00,Google,6,360,1,0,1,15,0
L0539,2025-09-14 20:00:00,Facebook,10,463,0,0,1,5,0
L0540,2025-09-14 22:00:00,Google,8,552,1,1,1,6,1
L0541,2025-09-15 00:00:00,LinkedIn,5,360,0,0,2,21,0
L0542,2025-09-15 02:00:00,Referral,10,461,0,1,1,22,0
L0543,2025-09-15 04:00:00,Google,13,935,1,1,0,2,1
L0544,2025-09-15 06:00:00,Referral,3,105,0,0,1,2,0
L0545,2025-09-15 08:00:00,Referral,10,718,0,0,4,6,1
L0546,2025-09-15 10:00:00,Facebook,1,37,0,0,2,23,0
L0547,2025-09-15 12:00:00,Google,5,170,0,1,0,3,0
L0548,2025-09-15 14:00:00,Referral,10,620,1,0,2,10,1
L0549,2025-09-15 16:00:00,Facebook,13,696,0,0,0,12,0
L0550,2025-09-15 18:00:00,Referral,11,829,1,0,4,15,1
L0551,2025-09-15 20:00:00,Facebook,6,288,0,1,2,8,0
L0552,2025-09-15 22:00:00,WebsiteDirect,9,399,0,0,1,5,0
L0553,2025-09-16 00:00:00,Facebook,11,605,1,0,1,34,0
L0554,2025-09-16 02:00:00,Facebook,8,422,1,0,2,9,1
L0555,2025-09-16 04:00:00,WebsiteDirect,6,283,0,2,2,13,0
L0556,2025-09-16 06:00:00,Facebook,4,258,0,3,3,4,1
L0557,2025-09-16 08:00:00,Google,10,679,0,0,0,11,0
L0558,2025-09-16 10:00:00,Google,13,944,0,0,2,2,1
L0559,2025-09-16 12:00:00,Referral,6,471,0,0,2,2,0
L0560,2025-09-16 14:00:00,Referral,6,259,0,1,2,12,0
L0561,2025-09-16 16:00:00,Referral,8,526,1,0,0,7,1
L0562,2025-09-16 18:00:00,Google,8,397,1,0,3,11,1
L0563,2025-09-16 20:00:00,Google,10,638,0,0,2,3,0
L0564,2025-09-16 22:00:00,Google,7,376,0,0,0,9,0
L0565,2025-09-17 00:00:00,Facebook,8,637,1,2,5,5,1
L0566,2025-09-17 02:00:00,Facebook,8,531,0,0,3,9,0
L0567,2025-09-17 04:00:00,Facebook,13,1009,1,0,0,3,1
L0568,2025-09-17 06:00:00,Facebook,8,573,0,0,2,12,0
L0569,2025-09-17 08:00:00,WebsiteDirect,6,450,0,1,2,16,0
L0570,2025-09-17 10:00:00,Google,9,636,1,0,2,3,1
L0571,2025-09-17 12:00:00,Facebook,6,317,0,1,4,3,1
L0572,2025-09-17 14:00:00,Referral,7,298,0,0,0,10,0
L0573,2025-09-17 16:00:00,Facebook,6,291,0,0,0,11,0
L0574,2025-09-17 18:00:00,Referral,12,372,1,0,1,12,0
L0575,2025-09-17 20:00:00,WebsiteDirect,4,224,1,0,3,11,1
L0576,2025-09-17 22:00:00,WebsiteDirect,7,386,0,0,2,4,0
L0577,2025-09-18 00:00:00,Google,6,337,0,1,2,5,1
L0578,2025-09-18 02:00:00,WebsiteDirect,10,787,0,0,1,2,0
L0579,2025-09-18 04:00:00,Facebook,3,226,0,1,1,1,0
L0580,2025-09-18 06:00:00,Google,7,266,0,0,0,11,0
L0581,2025-09-18 08:00:00,Facebook,6,290,0,0,1,0,0
L0582,2025-09-18 10:00:00,LinkedIn,7,358,0,1,1,27,0
L0583,2025-09-18 12:00:00,Facebook,5,240,0,1,2,17,0
L0584,2025-09-18 14:00:00,Google,10,699,0,0,2,19,0
L0585,2025-09-18 16:00:00,Referral,8,449,1,1,3,23,1
L0586,2025-09-18 18:00:00,Google,6,351,0,0,2,5,0
L0587,2025-09-18 20:00:00,Google,7,508,0,0,1,18,0
L0588,2025-09-18 22:00:00,Google,6,421,1,1,1,1,1
L0589,2025-09-19 00:00:00,Google,14,512,0,0,3,0,1
L0590,2025-09-19 02:00:00,Google,9,591,1,0,3,15,0
L0591,2025-09-19 04:00:00,Google,7,362,0,0,2,0,0
L0592,2025-09-19 06:00:00,Referral,8,357,0,0,2,44,0
L0593,2025-09-19 08:00:00,Google,8,260,0,0,3,11,0
L0594,2025-09-19 10:00:00,Google,12,652,0,2,1,14,1
L0595,2025-09-19 12:00:00,WebsiteDirect,10,477,1,2,2,2,1
L0596,2025-09-19 14:00:00,Facebook,11,468,0,0,2,11,0
L0597,2025-09-19 16:00:00,Referral,9,582,0,0,1,0,0
L0598,2025-09-19 18:00:00,Google,5,342,0,1,1,18,0
L0599,2025-09-19 20:00:00,Google,6,253,0,1,3,1,0
L0600,2025-09-19 22:00:00,Google,8,259,0,0,2,11,0
L0601,2025-09-20 00:00:00,Google,6,434,0,0,1,2,0
L0602,2025-09-20 02:00:00,Google,10,304,0,0,2,0,0
L0603,2025-09-20 04:00:00,Google,10,768,0,2,2,6,1
L0604,2025-09-20 06:00:00,Google,7,429,0,2,4,1,1
L0605,2025-09-20 08:00:00,Google,8,368,0,1,1,13,1
L0606,2025-09-20 10:00:00,Facebook,12,507,1,0,0,2,0
L0607,2025-09-20 12:00:00,Google,8,243,0,0,1,4,0
L0608,2025-09-20 14:00:00,Facebook,8,334,0,1,0,8,0
L0609,2025-09-20 16:00:00,Facebook,12,442,1,2,1,3,1
L0610,2025-09-20 18:00:00,Referral,5,303,0,0,0,4,0
L0611,2025-09-20 20:00:00,Google,6,229,0,0,0,16,0
L0612,2025-09-20 22:00:00,Referral,9,507,0,0,0,1,1
L0613,2025-09-21 00:00:00,Referral,8,476,0,0,3,0,0
L0614,2025-09-21 02:00:00,Google,13,583,0,0,0,3,0
L0615,2025-09-21 04:00:00,WebsiteDirect,5,158,1,0,0,5,0
L0616,2025-09-21 06:00:00,WebsiteDirect,8,254,0,0,1,7,0
L0617,2025-09-21 08:00:00,Google,4,125,1,0,2,4,1
L0618,2025-09-21 10:00:00,Google,3,200,0,0,0,15,0
L0619,2025-09-21 12:00:00,WebsiteDirect,13,596,0,2,2,0,1
L0620,2025-09-21 14:00:00,Referral,6,418,0,0,4,5,0
L0621,2025-09-21 16:00:00,Google,7,361,1,0,1,4,1
L0622,2025-09-21 18:00:00,Google,10,526,1,0,2,10,1
L0623,2025-09-21 20:00:00,Facebook,7,389,0,0,1,33,0
L0624,2025-09-21 22:00:00,Facebook,8,525,0,1,2,7,0
L0625,2025-09-22 00:00:00,Referral,8,349,0,0,0,43,0
L0626,2025-09-22 02:00:00,Facebook,7,252,0,1,4,3,0
L0627,2025-09-22 04:00:00,Facebook,8,462,0,0,1,0,0
L0628,2025-09-22 06:00:00,Referral,8,370,1,0,0,1,0
L0629,2025-09-22 08:00:00,Google,9,469,0,0,1,5,0
L0630,2025-09-22 10:00:00,Google,6,374,0,0,1,3,0
L0631,2025-09-22 12:00:00,Referral,8,437,0,0,1,1,0
L0632,2025-09-22 14:00:00,WebsiteDirect,11,671,0,0,1,5,0
L0633,2025-09-22 16:00:00,Facebook,12,686,0,0,0,4,0
L0634,2025-09-22 18:00:00,Facebook,7,468,0,1,2,1,0
L0635,2025-09-22 20:00:00,Google,9,587,1,0,4,3,0
L0636,2025-09-22 22:00:00,Facebook,6,340,0,0,3,21,0
L0637,2025-09-23 00:00:00,Facebook,9,575,0,0,2,3,0
L0638,2025-09-23 02:00:00,Google,5,368,0,1,1,12,0
L0639,2025-09-23 04:00:00,Google,13,670,0,0,3,9,1
L0640,2025-09-23 06:00:00,Facebook,12,607,0,0,0,5,0
L0641,2025-09-23 08:00:00,Google,8,545,1,0,0,2,1
L0642,2025-09-23 10:00:00,Google,8,473,0,0,2,4,0
L0643,2025-09-23 12:00:00,Google,5,167,1,2,2,8,1
L0644,2025-09-23 14:00:00,Google,9,671,0,0,2,4,0
L0645,2025-09-23 16:00:00,Google,3,94,0,0,3,2,0
L0646,2025-09-23 18:00:00,WebsiteDirect,8,539,1,0,4,1,1
L0647,2025-09-23 20:00:00,Facebook,10,679,0,1,2,21,0
L0648,2025-09-23 22:00:00,Referral,8,621,1,0,0,5,1
L0649,2025-09-24 00:00:00,Referral,13,425,0,0,0,9,0
L0650,2025-09-24 02:00:00,Facebook,3,179,0,1,1,6,0
L0651,2025-09-24 04:00:00,Google,9,462,1,0,2,20,1
L0652,2025-09-24 06:00:00,Facebook,4,186,1,0,0,7,0
L0653,2025-09-24 08:00:00,Facebook,12,414,0,0,0,6,0
L0654,2025-09-24 10:00:00,Referral,8,465,0,1,0,25,0
L0655,2025-09-24 12:00:00,Facebook,6,323,0,0,1,12,0
L0656,2025-09-24 14:00:00,Google,8,281,1,0,1,1,1
L0657,2025-09-24 16:00:00,Google,8,484,0,1,0,1,0
L0658,2025-09-24 18:00:00,Facebook,7,468,1,0,0,15,0
L0659,2025-09-24 20:00:00,Referral,9,615,0,0,4,18,0
L0660,2025-09-24 22:00:00,Facebook,9,677,0,1,1,7,1
L0661,2025-09-25 00:00:00,Facebook,6,302,0,1,1,8,0
L0662,2025-09-25 02:00:00,LinkedIn,5,388,0,0,1,9,0
L0663,2025-09-25 04:00:00,Referral,7,512,1,1,1,5,1
L0664,2025-09-25 06:00:00,Google,8,358,0,1,2,11,0
L0665,2025-09-25 08:00:00,Google,8,303,1,0,1,1,1
L0666,2025-09-25 10:00:00,Google,7,362,0,0,2,32,0
L0667,2025-09-25 12:00:00,Google,8,400,0,2,3,13,1
L0668,2025-09-25 14:00:00,Google,5,293,0,0,2,9,0
L0669,2025-09-25 16:00:00,Google,12,710,1,0,1,3,1
L0670,2025-09-25 18:00:00,Google,7,472,0,0,0,1,0
L0671,2025-09-25 20:00:00,Google,10,554,0,0,3,5,0
L0672,2025-09-25 22:00:00,WebsiteDirect,5,176,1,0,1,10,0
L0673,2025-09-26 00:00:00,Google,8,583,1,2,3,10,1
L0674,2025-09-26 02:00:00,Facebook,6,272,0,0,3,4,0
L0675,2025-09-26 04:00:00,Facebook,6,471,1,0,1,9,1
L0676,2025-09-26 06:00:00,LinkedIn,11,394,0,1,1,16,0
L0677,2025-09-26 08:00:00,Google,10,779,0,0,0,0,0
L0678,2025-09-26 10:00:00,Facebook,9,310,1,0,0,5,0
L0679,2025-09-26 12:00:00,LinkedIn,9,373,0,2,1,14,1
L0680,2025-09-26 14:00:00,WebsiteDirect,9,290,1,1,1,7,1
L0681,2025-09-26 16:00:00,WebsiteDirect,5,326,0,0,1,10,0
L0682,2025-09-26 18:00:00,Google,11,797,0,2,2,7,1
L0683,2025-09-26 20:00:00,Google,7,361,0,0,1,48,0
L0684,2025-09-26 22:00:00,Referral,6,458,0,2,2,0,0
L0685,2025-09-27 00:00:00,WebsiteDirect,5,297,0,0,1,6,0
L0686,2025-09-27 02:00:00,Facebook,10,615,0,2,2,0,1
L0687,2025-09-27 04:00:00,Facebook,8,578,0,1,1,1,0
L0688,2025-09-27 06:00:00,Google,10,448,0,0,1,4,0
L0689,2025-09-27 08:00:00,Referral,9,429,0,1,1,1,1
L0690,2025-09-27 10:00:00,Google,10,752,1,0,1,33,0
L0691,2025-09-27 12:00:00,Google,9,675,0,1,1,29,0
L0692,2025-09-27 14:00:00,Facebook,9,709,0,0,1,4,0
L0693,2025-09-27 16:00:00,Facebook,11,826,1,1,2,10,1
L0694,2025-09-27 18:00:00,Google,10,363,1,0,2,7,1
L0695,2025-09-27 20:00:00,Google,7,498,1,0,1,16,1
L0696,2025-09-27 22:00:00,Referral,9,454,0,0,0,9,0
L0697,2025-09-28 00:00:00,Google,9,715,0,1,3,0,1
L0698,2025-09-28 02:00:00,Facebook,2,107,0,0,2,14,0
L0699,2025-09-28 04:00:00,Google,11,634,1,1,3,13,1
L0700,2025-09-28 06:00:00,Facebook,9,508,0,0,0,7,0
L0701,2025-09-28 08:00:00,Facebook,5,230,0,1,3,23,0
L0702,2025-09-28 10:00:00,Google,2,67,0,0,2,23,0
L0703,2025-09-28 12:00:00,Google,6,448,0,0,2,7,0
L0704,2025-09-28 14:00:00,Google,6,420,0,0,1,9,0
L0705,2025-09-28 16:00:00,Google,6,221,0,0,2,56,0
L0706,2025-09-28 18:00:00,LinkedIn,8,550,0,0,3,3,0
L0707,2025-09-28 20:00:00,Google,7,429,1,1,1,3,1
L0708,2025-09-28 22:00:00,WebsiteDirect,7,353,0,1,0,2,0
L0709,2025-09-29 00:00:00,Google,6,256,0,0,1,22,0
L0710,2025-09-29 02:00:00,Referral,8,583,1,0,4,13,1
L0711,2025-09-29 04:00:00,Referral,9,585,1,0,5,1,1
L0712,2025-09-29 06:00:00,Facebook,8,459,0,1,3,40,0
L0713,2025-09-29 08:00:00,Facebook,7,423,0,0,2,13,0
L0714,2025-09-29 10:00:00,Facebook,12,414,0,1,1,19,0
L0715,2025-09-29 12:00:00,Google,8,429,0,0,1,0,0
L0716,2025-09-29 14:00:00,WebsiteDirect,6,238,0,0,2,7,0
L0717,2025-09-29 16:00:00,WebsiteDirect,9,363,1,3,1,11,1
L0718,2025-09-29 18:00:00,LinkedIn,7,441,1,1,0,7,1
L0719,2025-09-29 20:00:00,Google,8,604,1,0,0,10,0
L0720,2025-09-29 22:00:00,Referral,9,451,0,1,2,17,0
L0721,2025-09-30 00:00:00,WebsiteDirect,7,282,1,0,0,4,1
L0722,2025-09-30 02:00:00,Google,7,437,0,0,2,18,0
L0723,2025-09-30 04:00:00,Google,6,441,0,0,2,1,0
L0724,2025-09-30 06:00:00,Referral,7,471,0,1,1,3,0
L0725,2025-09-30 08:00:00,Facebook,10,734,0,0,0,0,0
L0726,2025-09-30 10:00:00,WebsiteDirect,10,568,1,0,0,4,0
L0727,2025-09-30 12:00:00,Google,7,473,0,2,2,4,1
L0728,2025-09-30 14:00:00,Referral,10,370,0,2,2,16,0
L0729,2025-09-30 16:00:00,Google,6,284,1,0,0,10,1
L0730,2025-09-30 18:00:00,Google,8,395,0,0,2,5,0
L0731,2025-09-30 20:00:00,Google,7,388,1,1,1,10,1
L0732,2025-09-30 22:00:00,WebsiteDirect,7,535,0,0,1,0,0
L0733,2025-10-01 00:00:00,Referral,8,589,0,0,2,1,0
L0734,2025-10-01 02:00:00,Facebook,9,330,1,1,2,9,1
L0735,2025-10-01 04:00:00,Facebook,9,347,0,2,1,10,1
L0736,2025-10-01 06:00:00,WebsiteDirect,10,478,0,0,1,14,0
L0737,2025-10-01 08:00:00,Facebook,7,311,0,0,2,5,0
L0738,2025-10-01 10:00:00,WebsiteDirect,4,242,0,1,0,12,0
L0739,2025-10-01 12:00:00,Facebook,6,450,0,0,3,11,0
L0740,2025-10-01 14:00:00,Facebook,7,546,0,0,3,33,0
L0741,2025-10-01 16:00:00,Facebook,6,376,0,0,1,2,0
L0742,2025-10-01 18:00:00,Google,10,719,1,2,4,8,1
L0743,2025-10-01 20:00:00,Referral,7,393,0,0,0,9,0
L0744,2025-10-01 22:00:00,Facebook,15,606,0,0,0,60,0
L0745,2025-10-02 00:00:00,Google,5,281,0,1,3,2,0
L0746,2025-10-02 02:00:00,WebsiteDirect,5,288,1,1,3,7,1
L0747,2025-10-02 04:00:00,Facebook,6,402,1,0,1,4,0
L0748,2025-10-02 06:00:00,Facebook,8,327,0,3,2,7,1
L0749,2025-10-02 08:00:00,WebsiteDirect,13,629,1,0,4,2,1
L0750,2025-10-02 10:00:00,Referral,8,385,0,0,0,0,0
L0751,2025-10-02 12:00:00,Google,6,467,0,1,1,8,1
L0752,2025-10-02 14:00:00,WebsiteDirect,13,678,1,0,1,4,1
L0753,2025-10-02 16:00:00,Referral,5,338,0,2,0,2,1
L0754,2025-10-02 18:00:00,Google,7,472,0,0,1,3,0
L0755,2025-10-02 20:00:00,Google,6,259,0,0,4,0,0
L0756,2025-10-02 22:00:00,Referral,6,351,1,1,4,30,0
L0757,2025-10-03 00:00:00,Referral,7,523,1,2,2,8,1
L0758,2025-10-03 02:00:00,Facebook,8,430,0,0,0,16,0
L0759,2025-10-03 04:00:00,WebsiteDirect,6,463,0,0,1,5,0
L0760,2025-10-03 06:00:00,Referral,9,366,0,0,0,23,0
L0761,2025-10-03 08:00:00,Google,7,235,0,0,0,6,0
L0762,2025-10-03 10:00:00,Google,6,447,0,0,1,8,0
L0763,2025-10-03 12:00:00,Google,6,434,0,0,2,6,0
L0764,2025-10-03 14:00:00,Referral,6,477,0,0,2,13,0
L0765,2025-10-03 16:00:00,Google,5,319,0,0,5,8,0
L0766,2025-10-03 18:00:00,Facebook,7,537,0,0,5,3,0
L0767,2025-10-03 20:00:00,Referral,4,285,0,0,3,1,1
L0768,2025-10-03 22:00:00,WebsiteDirect,12,866,0,0,2,9,0
L0769,2025-10-04 00:00:00,Google,6,350,0,1,3,6,0
L0770,2025-10-04 02:00:00,WebsiteDirect,10,491,1,0,1,1,1
L0771,2025-10-04 04:00:00,Google,4,306,0,1,1,5,0
L0772,2025-10-04 06:00:00,WebsiteDirect,8,412,1,0,3,7,1
L0773,2025-10-04 08:00:00,Google,2,113,1,2,2,17,1
L0774,2025-10-04 10:00:00,Facebook,6,313,0,0,0,0,0
L0775,2025-10-04 12:00:00,Referral,9,524,0,1,0,4,0
